업종명,업소명,소재지(도로명),소재지(지번)
휴게음식점,구우미,"경상북도 구미시 구미중앙로5길 15-8, 1층 (원평동)",경상북도 구미시 원평동 14-21 1층 
휴게음식점,오느레케이크,"경상북도 구미시 인동7길 6, 105호 (인의동, 진흥3차명문빌라)",경상북도 구미시 인의동 845-1 진흥3차명문빌라 105호
휴게음식점,원바이트원,"경상북도 구미시 옥계북로1길 7-12, 1층 (옥계동)",경상북도 구미시 옥계동 882-1 1층 
휴게음식점,투썸플레이스구미원평디티점,"경상북도 구미시 산업로 196, 1,2층 (원평동)","경상북도 구미시 원평동 1033 1,2층 "
휴게음식점,메가엠지씨커피구미문성점,"경상북도 구미시 고아읍 문성로 17, 1층",경상북도 구미시 고아읍 문성리 1633 1층 
휴게음식점,베이커리카페두이두이,"경상북도 구미시 인동60길 7, 나동 1층 (구평동)",경상북도 구미시 구평동 103 1층 나동 
휴게음식점,더벤티구미광평점,"경상북도 구미시 구미대로 186-22, 상가동 1층 103호 (광평동)",경상북도 구미시 광평동 792-15 1층 상가동 103호
휴게음식점,하삼동커피원평점,"경상북도 구미시 구미중앙로17길 21, 1층 (원평동)",경상북도 구미시 원평동 149-1 1층 
휴게음식점,백억커피구미진평점,"경상북도 구미시 인동26길 35-2, 1층 (진평동)",경상북도 구미시 진평동 145-1 1층 
휴게음식점,텐퍼센트송정점,"경상북도 구미시 송정대로 96, 1층 (송정동)",경상북도 구미시 송정동 456 1층 
휴게음식점,까페마중,"경상북도 구미시 무을면 안곡2길 57-2, 주1동 1층",경상북도 구미시 무을면 안곡리 337 1층 주1동 
휴게음식점,카페보스구미상모점,"경상북도 구미시 상사동로 62, 1층 (임은동)",경상북도 구미시 임은동 437-26 1층 
휴게음식점,카페플렉스,"경상북도 구미시 산업로4길 42, 1층 (원평동)",경상북도 구미시 원평동 120-15 1층 
휴게음식점,에이바우트상모사곡점,"경상북도 구미시 상사동로24길 8, 1층 (사곡동)",경상북도 구미시 사곡동 670-3 1층 
휴게음식점,아치하우스,"경상북도 구미시 봉곡로18길 17-1, 가동 1층 (봉곡동)",경상북도 구미시 봉곡동 230-6 1층 가동 
휴게음식점,옥시기,"경상북도 구미시 원남로3길 42-1, 1층 (남통동)",경상북도 구미시 남통동 11-13 1층 
휴게음식점,더벤티구미도산초교점,"경상북도 구미시 문장로 86-2, 1층 (도량동)",경상북도 구미시 도량동 792-159 1층 
휴게음식점,카페빅터,"경상북도 구미시 산호대로29길 8-10, 1층 (옥계동)",경상북도 구미시 옥계동 843-4 1층 
휴게음식점,쁘띠프레젠,"경상북도 구미시 인동54길 32-24, 1층 (구평동)",경상북도 구미시 구평동 1052 1층 
휴게음식점,옐로우레빗츠,"경상북도 구미시 부곡길 104, 1층 (부곡동)",경상북도 구미시 부곡동 532-6 1층 
휴게음식점,메가엠지씨커피구미산동적림점,"경상북도 구미시 산동읍 강동로 1010-1, 1층",경상북도 구미시 산동읍 적림리 70-5 1층 
휴게음식점,킷사텐니코니코,"경상북도 구미시 인동중앙로2길 7-1, 1층 101호 (인의동, 대연아크로팰리스)",경상북도 구미시 인의동 377 1층 101호
휴게음식점,오드커피,"경상북도 구미시 고아읍 신원대로 64-12, 주1동 1층",경상북도 구미시 고아읍 원호리 262-15 1층 주1동 
휴게음식점,크루아,"경상북도 구미시 금오산로12길 6, 1,2층 (원평동)","경상북도 구미시 원평동 429-7 1,2층 "
휴게음식점,으니네오븐,"경상북도 구미시 흥안로 48, 209동 1층 103호 (옥계동)",경상북도 구미시 옥계동 543 1층 209동 103호
휴게음식점,카페헨젤과그레텔,"경상북도 구미시 봉곡로 48, 1층 (봉곡동)",경상북도 구미시 봉곡동 441-4 1층 
휴게음식점,알커피,"경상북도 구미시 인동38길 15-8, 1층 (구평동)",경상북도 구미시 구평동 451-5 1층 
휴게음식점,우즈베이커리구미원호점,"경상북도 구미시 고아읍 평성로10길 5-7, 1,2동 1,2층","경상북도 구미시 고아읍 원호리 483-1 1,2층 1,2동 "
휴게음식점,이레,"경상북도 구미시 고아읍 동평로7길 3, 1동 1층",경상북도 구미시 고아읍 문성리 1569 1층 1동 
휴게음식점,밍글스케이크,"경상북도 구미시 구미중앙로15길 13-2, 1층 (원평동)",경상북도 구미시 원평동 142-2 1층 
휴게음식점,카페일리터형곡점,"경상북도 구미시 형곡로27길 13, 3층 (형곡동)",경상북도 구미시 형곡동 235-3 3층 
휴게음식점,티파니커피숍,"경상북도 구미시 형곡동로 115, 1층 (형곡동)",경상북도 구미시 형곡동 146-2 1층 
휴게음식점,에이바우트커피문성원호점,"경상북도 구미시 고아읍 평성로 34, 주1동 1층",경상북도 구미시 고아읍 원호리 743 1층 주1동 
휴게음식점,금오공과대학교소비자생활협동조합학생회관,"경상북도 구미시 대학로 61, 금오공과대학교 학생회관 지1층 (양호동)",경상북도 구미시 양호동 1 금오공과대학교 학생회관 지1층 
휴게음식점,산동도서관북카페,"경상북도 구미시 산동읍 신당3로1길 4, 1층",경상북도 구미시 산동읍 신당리 1724 1층 
휴게음식점,차카지오,"경상북도 구미시 금오산상가길 13, 1층 2호 (남통동)",경상북도 구미시 남통동 314-7 1층 2호
휴게음식점,더벤티구미산동우미린점,"경상북도 구미시 산동읍 신당인덕3로 3, 우미린풀하우스 1동 1층 106호",경상북도 구미시 산동읍 인덕리 1102 우미린풀하우스 1층 1동 106호
휴게음식점,투썸플레이스구미산동점,"경상북도 구미시 산동읍 강동로 1019-6, 1층",경상북도 구미시 산동읍 적림리 100-3 1층 
휴게음식점,구미도그,"경상북도 구미시 4공단로 500, 1층 (금전동)",경상북도 구미시 금전동 11-3 1층 
휴게음식점,아베끄,"경상북도 구미시 구미중앙로23길 34, 1층 (원평동)",경상북도 구미시 원평동 964-59 1층 
휴게음식점,굳띵즈,"경상북도 구미시 인동21길 22-11, 브이티이코프사옥 1층 (인의동)",경상북도 구미시 인의동 669-10 브이티이코프사옥 1층 
휴게음식점,더벤티옥계에덴점,"경상북도 구미시 흥안로 14, 1층 (옥계동)",경상북도 구미시 옥계동 555-4 1층 
휴게음식점,하삼동커피봉곡도량점,"경상북도 구미시 봉곡로 176, 1층 101호 (봉곡동)",경상북도 구미시 봉곡동 167-8 1층 101호
휴게음식점,메가엠지씨커피구미사곡역점,"경상북도 구미시 상사서로 173-3, 1층 (사곡동)",경상북도 구미시 사곡동 674-1 1층 
휴게음식점,더리터구미선산점,"경상북도 구미시 선산읍 남문로 46-1, 1층",경상북도 구미시 선산읍 동부리 398-3 1층 
휴게음식점,더커피구미진평점,"경상북도 구미시 인동26길 44, 1층 (진평동)",경상북도 구미시 진평동 119-6 1층 
휴게음식점,카페인중독구미산동점,"경상북도 구미시 산동읍 신당1로3길 17-6, 1동 1층 104호",경상북도 구미시 산동읍 신당리 1418 1층 1동 104호
휴게음식점,아미브레인동점,"경상북도 구미시 인동중앙로11길 33, 1층 (황상동)",경상북도 구미시 황상동 303-24 1층 
휴게음식점,카페정경,"경상북도 구미시 부봉로 64, 1,2층 (부곡동)","경상북도 구미시 부곡동 313-13 1,2층 "
휴게음식점,만랩커피구미송정점,"경상북도 구미시 송정대로 77, 1층 104호 (송정동)",경상북도 구미시 송정동 74 1층 104호
휴게음식점,미담,"경상북도 구미시 인동중앙로2길 2, 2층 (인의동)",경상북도 구미시 인의동 374-4 2층 
휴게음식점,새마을북카페,"경상북도 구미시 박정희로 155, 새마을운동테마공원 전시관 1층 주1동 (상모동)",경상북도 구미시 상모동 550 새마을운동테마공원 전시관 1층 주1동 
휴게음식점,메가엠지씨커피구미형곡전원점,"경상북도 구미시 형곡동로 103, 1층 103호 (형곡동, 형곡 전원 리빙필)",경상북도 구미시 형곡동 146-7 1층 103호
휴게음식점,더벤티구미인동하늘채점,"경상북도 구미시 여헌로 40-13, 301동 1층 104호 (인의동, 구미인동하늘채디어반)",경상북도 구미시 인의동 1023 구미인동하늘채디어반 1층 301동 104호
휴게음식점,공차롯데마트구미점,"경상북도 구미시 구미대로22길 11, 롯데마트구미점 2층 (신평동)",경상북도 구미시 신평동 465 롯데마트구미점 2층 
휴게음식점,행복한화가,"경상북도 구미시 금오대로3길 6-10, 2층 (오태동)",경상북도 구미시 오태동 737-5 2층 
휴게음식점,크리미양,"경상북도 구미시 형곡로28길 7, 101호 (형곡동, 청솔빌라)",경상북도 구미시 형곡동 302 청솔빌라 101호
휴게음식점,더커피시그니처인동점,"경상북도 구미시 인동중앙로5길 40, 1층 (황상동)",경상북도 구미시 황상동 355-1 1층 
휴게음식점,카페그린리,"경상북도 구미시 인동11길 34-5, 1층 (인의동)",경상북도 구미시 인의동 646-5 1층 
휴게음식점,빅토리24커피,"경상북도 구미시 봉곡서로5길 11, 1층 (봉곡동)",경상북도 구미시 봉곡동 245-9 1층 
휴게음식점,코오롱엘에스아이(주)구미점,경상북도 구미시 수출대로 48 (주)코오롱구미공장 1동 2층 (공단동),경상북도 구미시 공단동 212 (주)코오롱구미공장 2층 1동 
휴게음식점,더벤티구미강동점,"경상북도 구미시 인동20길 45, 1층 (진평동)",경상북도 구미시 진평동 120-1 1층 
휴게음식점,코드카페,"경상북도 구미시 산동읍 첨단기업1로 17, 구미전자정보기술원 주2(혁신관)동 1층",경상북도 구미시 산동읍 봉산리 567 구미전자정보기술원 1층 주2(혁신관)동 
휴게음식점,빽다방구미송정푸르지오점,"경상북도 구미시 백산로 64, 1층 (송정동)",경상북도 구미시 송정동 10-1 1층 
휴게음식점,마실커피구미상모점,"경상북도 구미시 상모로10길 5-3, 1층 (상모동)",경상북도 구미시 상모동 50-8 1층 
휴게음식점,씨엘,"경상북도 구미시 야은로 37, 구미1대학교 기숙사동 지하1층 (부곡동)",경상북도 구미시 부곡동 407 구미1대학교 지하1층 기숙사동 
휴게음식점,꿀벌카페,"경상북도 구미시 구미대로 174, 홈플러스 구미광평점 지하1층 (광평동)",경상북도 구미시 광평동 792-21 홈플러스 구미광평점 지하1층 
휴게음식점,카페야은로,"경상북도 구미시 야은로 736, 1층 (신평동)",경상북도 구미시 신평동 11-11 1층 
휴게음식점,행복한정원,"경상북도 구미시 선산읍 선상동로 125-118, 은파재영성훈련원 1층",경상북도 구미시 선산읍 생곡리 791-2 은파재영성훈련원 1층 
휴게음식점,더원트구미황상점,"경상북도 구미시 검성로 66, 1층 (황상동)",경상북도 구미시 황상동 201-22 1층 
휴게음식점,디저트39구미신평점,"경상북도 구미시 신비로 16, 1층 (신평동)",경상북도 구미시 신평동 96-1 1층 
휴게음식점,핑크문,"경상북도 구미시 봉곡로18길 29-4, 1층 (봉곡동)",경상북도 구미시 봉곡동 226-5 1층 
휴게음식점,디디씨,"경상북도 구미시 산동읍 신당1로1길 17-7, 1층 108,109,110,111,112,113호","경상북도 구미시 산동읍 신당리 1449 1층 108,109,110,111,112,113호 "
휴게음식점,어썸커피,"경상북도 구미시 산동읍 신당4로 115, 나비메디컬타워 1동 1층 110호",경상북도 구미시 산동읍 신당리 1395 나비메디컬타원 1동 110호
휴게음식점,빈이커피구미임은점,"경상북도 구미시 임은길 68, 주2동 1층 (임은동)",경상북도 구미시 임은동 378-2 1층 주2동 
휴게음식점,더마이무,"경상북도 구미시 원남로 59, 1층 (원평동)",경상북도 구미시 원평동 77-29 1층 
휴게음식점,에이바우트커피신평비산점,"경상북도 구미시 구미대로 389-20, 1층 (신평동)",경상북도 구미시 신평동 150-70 
휴게음식점,더커피구미산동점,"경상북도 구미시 산동읍 신당1로2길 10, 아이프라자2차 1층 105호",경상북도 구미시 산동읍 신당리 1457 아이파라자2차 1층 105호
휴게음식점,더벤티구미도량주공점,"경상북도 구미시 송동로 149, 1층 (도량동)",경상북도 구미시 도량동 90 1층 
휴게음식점,다꿈과자당,"경상북도 구미시 형곡로 161, 1층 (형곡동)",경상북도 구미시 형곡동 285-6 1층 
휴게음식점,엠유엠커피,"경상북도 구미시 백산로 82, 1층 (송정동)",경상북도 구미시 송정동 35-1 1층 
휴게음식점,데이오프,"경상북도 구미시 고아읍 들성로 185-9, 1층",경상북도 구미시 고아읍 문성리 632-1 1층 
휴게음식점,모트,"경상북도 구미시 고아읍 동평로 20, 1층",경상북도 구미시 고아읍 문성리 1638 1층 
휴게음식점,루미너스,"경상북도 구미시 역전로2길 6, 1층 내2호 (원평동)",경상북도 구미시 원평동 157-2 1층 내2호
휴게음식점,브리즐리,"경상북도 구미시 금오산로 37, 1층 (원평동)",경상북도 구미시 원평동 337-2 1층 
일반음식점,까페라헨느,경상북도 구미시 봉곡남로9길 21 (봉곡동),경상북도 구미시 봉곡동 237-5 
일반음식점,벌툰만화까페구미원평점,"경상북도 구미시 구미중앙로 113 (원평동, 2층)",경상북도 구미시 원평동 368-4 2층 
일반음식점,분식까페,"경상북도 구미시 금오시장로4길 5-6, 1층 (원평동)",경상북도 구미시 원평동 1032-25 1층 
일반음식점,길까페포차,"경상북도 구미시 인동38길 15-7, 구평종합프라자 1층 110호 (구평동)",경상북도 구미시 구평동 449-4 구평종합프라자 1층 110호
일반음식점,이기자민속카페,경상북도 구미시 봉곡남로18길 15-2 (봉곡동),경상북도 구미시 봉곡동 408-1 
일반음식점,파크베이커리카페신동점,"경상북도 구미시 인동가산로 473-24, 1층 (신동)",경상북도 구미시 신동 657-2 1층 
일반음식점,본죽앤비빔밥카페 구미역점,"경상북도 구미시 구미중앙로 91 (원평동, 1층)",경상북도 구미시 원평동 94-1 1층 
일반음식점,뮤즈라이브카페,"경상북도 구미시 신시로 68-5 (형곡동,지하)",경상북도 구미시 형곡동 854-5 지하 
일반음식점,본죽앤비빔밥카페옥계점,"경상북도 구미시 옥계북로 17 (옥계동,(지번확정))",경상북도 구미시 옥계동 891-4 (지번확정) 
일반음식점,카페123,경상북도 구미시 구미중앙로 72 (원평동),경상북도 구미시 원평동 123-16 
일반음식점,카페삼겹살,"경상북도 구미시 인동가산로 337-28 (구평동,1층)",경상북도 구미시 구평동 964 1층 
일반음식점,구미8층7080라이브카페,"경상북도 구미시 봉곡로 100 (봉곡동,8층)",경상북도 구미시 봉곡동 378-7 8층 
일반음식점,카페홍,"경상북도 구미시 산호대로33길 6-67, 1층 (옥계동)",경상북도 구미시 옥계동 745-2 1층 
일반음식점,카페풍경,"경상북도 구미시 금오산상가길 9-12 (남통동,3호 2층)",경상북도 구미시 남통동 291 3호 2층 
일반음식점,라이브카페바바라,"경상북도 구미시 원남로 7 (남통동,501호)",경상북도 구미시 남통동 14-52 501호 
일반음식점,김밥in카페,"경상북도 구미시 인동중앙로6길 39, 1층 (인의동)",경상북도 구미시 인의동 488 외2필지 1층 
일반음식점,카페블랑,"경상북도 구미시 선기로2길 5-48, 1층 (선기동)",경상북도 구미시 선기동 747-102 1층 
일반음식점,카페미술관,"경상북도 구미시 인동50길 15, B동 1층 (구평동, 외3필지1층)",경상북도 구미시 구평동 380-1 외3필지1층 B동 
일반음식점,7080라이브카페,"경상북도 구미시 옥계2공단로 264-4, 가동 2층 (구포동)",경상북도 구미시 구포동 678-6 외 1필지 가동 2층 
일반음식점,카페희,"경상북도 구미시 고아읍 들성로9길 29, 201동 1층 101호",경상북도 구미시 고아읍 문성리 1152 1층 201동 101호
일반음식점,소풍카페,"경상북도 구미시 신시로10길 110-5, 1층 (송정동)",경상북도 구미시 송정동 491 1층 
일반음식점,7080민들레라이브카페,"경상북도 구미시 원남로 51, 지하 101호 (원평동, 청산빌라)",경상북도 구미시 원평동 77-60 청산빌라 지하 101호 
일반음식점,아담한카페,"경상북도 구미시 검성로 198-14, 1층 (황상동)",경상북도 구미시 황상동 65-5 1층 
일반음식점,행아웃라이브카페,"경상북도 구미시 인동36길 6, 8층 (진평동)",경상북도 구미시 진평동 67-3 8층 
일반음식점,카페그곳에,"경상북도 구미시 형곡서로1길 23-11, 1층 (형곡동)",경상북도 구미시 형곡동 698-1 1층 
일반음식점,카페인타임,"경상북도 구미시 신비로 121-3, 2층 (비산동)",경상북도 구미시 비산동 455-6 2층 
일반음식점,카페메종,"경상북도 구미시 금오산상가길 9-8, 2층 (남통동)",경상북도 구미시 남통동 270-3 2층 
일반음식점,카페언덕,"경상북도 구미시 고아읍 봉한1안길 55-75, 1~2층",경상북도 구미시 고아읍 문성리 3-1 1~2층 
일반음식점,대리사카페,"경상북도 구미시 1공단로 190, 지하1층 (공단동)",경상북도 구미시 공단동 264-24 지하1층 
일반음식점,나인시스터플라워카페,"경상북도 구미시 인동28길 51, 1층 (진평동)",경상북도 구미시 진평동 1058-1 1층 
일반음식점,카페뷰,"경상북도 구미시 산동읍 강동로 862-7, 1동 2층",경상북도 구미시 산동읍 인덕리 546-23 2층 1동 
일반음식점,카페죽이야기고아문성점,"경상북도 구미시 고아읍 들성로9길 4-13, 1층",경상북도 구미시 고아읍 문성리 1260-4 1층 
일반음식점,프리존카페,"경상북도 구미시 성수3길 90, 1,2층 (옥계동)","경상북도 구미시 옥계동 488-7 1,2층 "
일반음식점,영프레리키즈카페,"경상북도 구미시 산동읍 신당1로 30, 탑 스퀘어 1동 5층 501호",경상북도 구미시 산동읍 신당리 1438 탑 스퀘어 5층 1동 501호
일반음식점,본죽앤비빔밥카페구미산동점,"경상북도 구미시 산동읍 신당1로1길 17-10, 1동 1층 103호",경상북도 구미시 산동읍 신당리 1445 1층 1동 103호
일반음식점,무궁화커피카페,"경상북도 구미시 해평면 해평시장1길 16-11, 1층",경상북도 구미시 해평면 낙성리 148-7 1층 
일반음식점,에코카페,"경상북도 구미시 산동읍 강동로 876, 2동 1,2층","경상북도 구미시 산동읍 인덕리 544-6 1,2층 2동 "
일반음식점,이춘봉치킨앤내모든카페상모사곡점,"경상북도 구미시 상사동로 105, 1층 (임은동)",경상북도 구미시 임은동 805-2 1층 
일반음식점,카페로사인동점,"경상북도 구미시 인동중앙로3길 15-1, 1층 (황상동)",경상북도 구미시 황상동 310 1층 
일반음식점,카페2426,"경상북도 구미시 금오대로24길 26, 나동 1층 (오태동)",경상북도 구미시 오태동 749-6 1층 나동 
일반음식점,좋은날카페,"경상북도 구미시 선산읍 선산중앙로14길 6, 1층",경상북도 구미시 선산읍 완전리 89-3 1층 
일반음식점,카페봄봄구미도개점,"경상북도 구미시 도개면 도안로 115-1, 1층",경상북도 구미시 도개면 궁기리 750-15 1층 
일반음식점,번개7080라이브카페,"경상북도 구미시 인동32길 15, 3층 (진평동)",경상북도 구미시 진평동 84-8 3층 
일반음식점,카페바로크,"경상북도 구미시 산동읍 신당1로1길 17-7, 플러스에비뉴동 503호",경상북도 구미시 산동읍 신당리 1449 플러스에비뉴 503호
일반음식점,스넥카페,"경상북도 구미시 형곡로 155, 1층 (형곡동)",경상북도 구미시 형곡동 285-8 1층 
일반음식점,825카페,"경상북도 구미시 수출대로31길 29, 1층 (인의동)",경상북도 구미시 인의동 825-1 1층 
일반음식점,카페있기,"경상북도 구미시 고아읍 문장로22길 37, 한누리타운3차 9(상가)동 2층 201호",경상북도 구미시 고아읍 원호리 447 한누리타운3차 2층 9(상가)동 201호
일반음식점,카페보리,"경상북도 구미시 구미대로 4, 1층 (임은동)",경상북도 구미시 임은동 246-2 1층 
일반음식점,카페타로연,"경상북도 구미시 인동28길 9-5, 1층 (진평동)",경상북도 구미시 진평동 76-7 1층 
일반음식점,꽃향기카페,"경상북도 구미시 원남로3길 16-1, 1층 (원평동)",경상북도 구미시 원평동 77-38 1층 
일반음식점,도자예술창고엔갤러리카페,"경상북도 구미시 금오산로 205, 2동 2층 (남통동)",경상북도 구미시 남통동 414-4 2층 2동 
일반음식점,카페보스구미옥계점,"경상북도 구미시 산호대로24길 9-35, 1층 101호 (옥계동)",경상북도 구미시 옥계동 968-2 1층 101호
일반음식점,카페코너,"경상북도 구미시 고아읍 문성로6길 4-14, 주1동 1층",경상북도 구미시 고아읍 문성리 1910 1층 주1동 
일반음식점,카페다온,"경상북도 구미시 구미중앙로27길 6, 1층 (원평동)",경상북도 구미시 원평동 1037-14 1층 
일반음식점,카페일,"경상북도 구미시 수출대로31길 39-1, 지하1층 (황상동)",경상북도 구미시 황상동 205-1 지하1층 
일반음식점,카페풀문앤하프문스튜디오,"경상북도 구미시 신시로 3-1, 1층 (형곡동)",경상북도 구미시 형곡동 187-5 1층 
일반음식점,카페가토,"경상북도 구미시 옥계북로 7, 2층 (옥계동)",경상북도 구미시 옥계동 890-1 2층 
일반음식점,카페루비,"경상북도 구미시 역전로4길 5, 1층 (원평동)",경상북도 구미시 원평동 188-53 1층 
일반음식점,뮤직카페풍금,"경상북도 구미시 봉곡서로 42, 1층 (봉곡동)",경상북도 구미시 봉곡동 186-1 1층 
일반음식점,머루랑다래랑카페앤공방,"경상북도 구미시 해평면 도리사로 403-2, 2층",경상북도 구미시 해평면 송곡리 398-5 2층 
일반음식점,우리카페,"경상북도 구미시 선산읍 선산중앙로16길 4-1, 7동 1,2층","경상북도 구미시 선산읍 완전리 38-3 1,2층 7동 "
일반음식점,카페율,"경상북도 구미시 산동읍 신당인덕1로 131, 중흥에스-클래스에코시티 상가1동 1층 102호",경상북도 구미시 산동읍 인덕리 1107 중흥에스-클래스에코시티 1층 상가1동 102호
일반음식점,코끼리카페,"경상북도 구미시 1공단로 186-15, 1층 (공단동)",경상북도 구미시 공단동 264-15 1층 
일반음식점,시장카페,"경상북도 구미시 선산읍 남문로 19-26, 선산시장 B동 1-4호",경상북도 구미시 선산읍 완전리 253 선산시장 B동 1-4호 
일반음식점,수카페,"경상북도 구미시 장천면 강동로 193-8, 1동 1층",경상북도 구미시 장천면 상장리 900-1 1층 1동 
일반음식점,투데이카페,"경상북도 구미시 금오산로 33, `1층 (원평동)",경상북도 구미시 원평동 336-15 1층 
일반음식점,금오산보리밥앤카페,"경상북도 구미시 금오산로 186, 1층 (남통동)",경상북도 구미시 남통동 414-95 1층 
제과점영업,빵선수베이커리카페,경상북도 구미시 선산읍 단계동길 68,경상북도 구미시 선산읍 완전리 85-1 
제과점영업,카페데니쉬,"경상북도 구미시 상사동로28길 9, 201동 1층 106호 (사곡동, 보성2차황실타운)",경상북도 구미시 사곡동 656-9 보성2차황실타운 1층 201동 106호
제과점영업,카페다미,"경상북도 구미시 선산읍 동교5길 20, 1층",경상북도 구미시 선산읍 교리 1156-4 1층 
