dong_code,dong,category,total_amount,avg_monthly_amount,total_count,total_customer,avg_living_pop,avg_work_pop,avg_time_pop,avg_inflow_pop,avg_total_demand_pop,external_ratio,store_count,amount_growth_24_vs_23,group,store_count_adj,sales_shortage,pop_shortage,amount_score,pop_score,growth_score,external_score,sales_shortage_score,location_score,grade,reason,rank
4719055100,도량동,중식,1451006000,120917166.66666667,66530,59965,15967336.22625,652945.6175,0.0,707293.4625,8722175.147499999,0.6344856732618668,12.0,0,음식점,12.0,120917166.66666667,726847.9289583332,0.012593558207192558,0.5624583639723522,0,0.17455495466540316,0.009853140677288975,0.1933,낮음,특징 약함,6
4719051000,송정동,중식,3020545000,251712083.33333334,101172,89011,13646748.815,1640398.53,0.0,791343.62,7256766.5045,0.6644978440416162,8.0,0,음식점,8.0,377568125.0,907095.8130625,0.026250712088236927,0.4630275874703566,0,0.24875548996663718,0.03213010610618326,0.1804,낮음,특징 약함,7
4719053500,원평동,중식,2763699000,230308250.0,137116,115596,9524557.565,1306319.32875,0.0,1303809.5474999999,5107623.75,0.6932283874438318,13.0,0,음식점,13.0,212592230.76923078,392894.1346153846,0.02401579766704018,0.31720414503719174,0,0.31978739617510693,0.017810415596372125,0.1406,낮음,특징 약함,8
4719066000,임오동,중식,972560000,81046666.66666667,45639,39835,8854230.1425,795952.6975,0.0,748559.4475,4785491.98375,0.7420247233471922,5.0,0,음식점,5.0,194512000.0,957098.39675,0.008430418173227074,0.29534688917399093,0,0.4404289276171188,0.01624107535931183,0.1389,낮음,특징 약함,9
4719025300,고아읍,중식,4229439000,352453250.0,171096,153367,10091316.01875,534200.90125,0.0,1042722.07875,5547655.83825,0.6073796129862089,13.0,0,음식점,13.0,325341461.53846157,426742.7567884615,0.03676975709691224,0.3470611630297437,0,0.10753933633104275,0.027596900448372624,0.1356,낮음,특징 약함,10
4719067000,인동동,패스트푸드,3672334000,306027833.3333333,357139,301283,28046775.34625,2057981.70375,0.0,1040444.9625,15118174.5975,0.6994174553506364,100.0,0,음식점,100.0,36723340.0,151181.745975,0.031922175282825926,0.9964391480066913,0,0.3350889268464723,0.0025452273222814304,0.3472,낮음,수요인구 높음,1
4719069000,양포동,패스트푸드,1462849000,121904083.33333333,114804,100489,28476847.085,2992029.115,0.0,1067942.81625,15170654.3575,0.6356389425053648,53.0,0,음식점,53.0,27600924.528301887,286238.76146226417,0.012696608640098786,1.0,0,0.17740623776125114,0.0017534136644999881,0.3237,낮음,수요인구 높음,2
4719056500,선주원남동,패스트푸드,807773000,67314416.66666667,65060,56401,24768758.39875,1588396.90875,0.0,1382801.46125,13443417.88375,0.633948509473337,24.0,0,음식점,24.0,33657208.333333336,560142.4118229166,0.006996544012345656,0.8828037048860702,0,0.17322689875948916,0.0022790911286652772,0.2857,낮음,수요인구 높음,3
4719068000,진미동,패스트푸드,647394000,53949500.0,41563,36167,20372115.392500002,5463045.98875,0.0,1197742.97125,10231828.56325,0.6737195797892203,1.0,0,음식점,1.0,647394000.0,10231828.56325,0.005601025530620758,0.66489123284749,0,0.27155483140382675,0.055550636963462616,0.2375,낮음,수요인구 높음,4
4719064500,상모사곡동,패스트푸드,1045926000,87160500.0,75326,62465,17120003.1825,1163679.91125,0.0,674895.17625,9250755.285875,0.6852166541965917,44.0,0,음식점,44.0,23771045.454545453,210244.4383153409,0.009068803553671076,0.5983235363617841,0,0.299979602197171,0.0014209852010453213,0.2138,낮음,특징 약함,5
4719055100,도량동,패스트푸드,3039496000,253291333.33333334,296415,258222,15967336.22625,652945.6175,0.0,707293.4625,8722175.147499999,0.6293698791551687,26.0,0,음식점,26.0,116903692.3076923,335468.2749038461,0.026415611923920952,0.5624583639723522,0,0.16190693050235183,0.009504776384690057,0.1982,낮음,특징 약함,6
