dong_code,dong,category,total_amount,avg_monthly_amount,total_count,total_customer,avg_living_pop,avg_work_pop,avg_inflow_pop,avg_total_demand_pop,external_ratio,store_count,amount_growth_24_vs_23,group,store_count_adj,sales_shortage,pop_shortage,amount_score,pop_score,growth_score,external_score,sales_shortage_score,location_score,grade,reason
47190583,형곡2동,제과점/아이스크림,1800317000,150026416.66666666,117131,107433,13082.633279903,810.5126489452622,16.84161704585549,11122.764530833332,0.5942020842756871,0.0,0,카페,0.5,3600634000.0,22245.529061666664,0.018723172105097545,0.28878790593217024,0,0.09003353665576605,0.07889684899107435,0.1159,낮음,특징 약함
47190583,형곡2동,커피전문점,1635312000,136276000.0,188847,169002,13082.633279903,810.5126489452622,16.84161704585549,11122.764530833332,0.6115392581098099,0.0,0,카페,0.5,3270624000.0,22245.529061666664,0.01700380897208187,0.28878790593217024,0,0.12891063815605774,0.07166188945437398,0.1179,낮음,특징 약함
47190590,신평1동,제과점/아이스크림,787990000,65665833.333333336,58030,51587,5323.430250008271,889.5368501911659,16.483546207245396,4527.388244416667,0.5921753562724672,2.0,0,카페,2.0,393995000.0,2263.6941222083333,0.008174657076120485,0.10251191436867337,0,0.08548877572480142,0.008596241694915496,0.0443,낮음,특징 약함
47190590,신평1동,커피전문점,1607125000,133927083.33333333,191612,157946,5323.430250008271,889.5368501911659,16.483546207245396,4527.388244416667,0.6710980305131499,17.0,0,카페,17.0,94536764.70588236,266.31695555392156,0.01671009854736557,0.10251191436867337,0,0.26246599510818885,0.0020310824110009347,0.0648,낮음,특징 약함
47190600,신평2동,제과점/아이스크림,3479000,289916.6666666667,523,456,1055.0509007623473,88.51950723720823,6.7294603118524,897.8026846916667,0.6366171085903234,0.0,0,카페,0.5,6958000.0,1795.6053693833335,0.0,0.0,0,0.18514553248590337,0.00011105326363793763,0.0185,낮음,특징 약함
47190600,신평2동,커피전문점,64248000,5354000.0,4591,4059,1055.0509007623473,88.51950723720823,6.7294603118524,897.8026846916667,0.6627674782033158,0.0,0,카페,0.5,128496000.0,1795.6053693833335,0.0006332170433031095,0.0,0,0.2437854575072175,0.0027755861934627654,0.0251,낮음,특징 약함
47190610,비산동,제과점/아이스크림,788635000,65719583.333333336,70446,64951,9239.774415939668,2727.047192925996,16.413001637827417,7856.270203833334,0.5795230598512546,0.0,0,카페,0.5,1577270000.0,15712.540407666667,0.00818137801924824,0.19653093024579138,0,0.05711710356615135,0.034537718455586834,0.0735,낮음,특징 약함
47190610,비산동,커피전문점,1178289000,98190750.0,193460,175132,9239.774415939668,2727.047192925996,16.413001637827417,7856.270203833334,0.6063044612192036,9.0,0,카페,9.0,130921000.0,872.918911537037,0.012241598753359872,0.19653093024579138,0,0.11717206230761344,0.002828750572955806,0.0766,낮음,특징 약함
47190630,광평동,커피전문점,247672000,20639333.333333332,40580,29301,3751.046802873247,553.6962125340788,16.78530006705132,3190.9075775,0.7086122516753561,7.0,0,카페,7.0,35381714.28571428,455.84393964285715,0.0025445073879003474,0.06476512773754925,0,0.34658836694234507,0.0007341992978183428,0.0553,낮음,특징 약함
47190645,상모사곡동,제과점/아이스크림,2635306000,219608833.33333334,183129,168912,24534.15369363801,1594.9743460240372,19.475116479204427,20856.951905833335,0.6148403534691802,5.0,0,카페,5.0,527061200.0,4171.390381166667,0.027423813316416145,0.5637146616773157,0,0.13631305683030492,0.011513512603986375,0.1968,낮음,특징 약함
47190645,상모사곡동,커피전문점,4033491000,336124250.0,561757,483882,24534.15369363801,1594.9743460240372,19.475116479204427,20856.951905833335,0.665853001798722,33.0,0,카페,33.0,122227000.0,632.0288456313132,0.041992994505686304,0.5637146616773157,0,0.2507044752864621,0.0026381480511774567,0.2135,낮음,특징 약함
47190660,임오동,제과점/아이스크림,823257000,68604750.0,64937,60862,12521.340162109356,973.9957238174876,21.235175044040044,10646.324415333334,0.6958742396946692,1.0,0,카페,1.0,823257000.0,10646.324415333334,0.00854214157423911,0.27533160699162756,0,0.31802448511113124,0.018007148033035797,0.1209,낮음,특징 약함
47190660,임오동,커피전문점,965082000,80423500.0,131860,111184,12521.340162109356,973.9957238174876,21.235175044040044,10646.324415333334,0.723337923067055,12.0,0,카페,12.0,80423500.0,887.1937012777779,0.010019967557330218,0.27533160699162756,0,0.3796094017910728,0.001721670880811545,0.1253,낮음,특징 약함
47190670,인동동,제과점/아이스크림,4292987000,357748916.6666667,370090,334596,42706.99244104353,2893.642086474408,22.22912199512004,36304.2779425,0.6106445665901187,5.0,0,카페,5.0,858597400.0,7260.8555885,0.0446969601768177,1.0,0,0.1269043703897378,0.018781931718411412,0.3356,낮음,수요인구 높음
47190670,인동동,커피전문점,5278322000,439860166.6666667,844396,709541,42706.99244104353,2893.642086474408,22.22912199512004,36304.2779425,0.6775984558615948,56.0,0,카페,56.0,94255750.0,648.2906775446428,0.054964216760981816,1.0,0,0.2770426324819901,0.0020249215976126233,0.3527,검토 가능,수요인구 높음
47190680,진미동,제과점/아이스크림,2290350000,190862500.0,176232,155380,29443.03247494437,9129.325876284563,27.704411437150924,25030.733265833333,0.6443936977300813,1.0,0,카페,1.0,2290350000.0,25030.733265833333,0.02382934873102446,0.6815965273419736,0,0.20258385595229145,0.0501708960757508,0.243,낮음,수요인구 높음
47190680,진미동,커피전문점,3863444000,321953666.6666667,471809,386781,29443.03247494437,9129.325876284563,27.704411437150924,25030.733265833333,0.6917096971297115,34.0,0,카페,34.0,113630705.88235295,736.1980372303922,0.04022109339553863,0.6815965273419736,0,0.30868586132220177,0.0024496875799591544,0.2538,낮음,수요인구 높음
47190690,양포동,제과점/아이스크림,3564340000,297028333.3333333,323609,292203,40731.0162041068,3991.390483349422,22.437479266885223,34624.729395,0.5919477952825202,4.0,0,카페,4.0,891085000.0,8656.18234875,0.0371044097160288,0.9525638026583966,0,0.0849784900353158,0.019494172170047747,0.3139,낮음,수요인구 높음
47190690,양포동,커피전문점,6418277000,534856416.6666667,867997,731681,40731.0162041068,3991.390483349422,22.437479266885223,34624.729395,0.644062638047589,46.0,0,카페,46.0,139527760.86956522,752.7115085869566,0.06684262408377134,0.9525638026583966,0,0.20184148346401576,0.0030174405115436084,0.3365,낮음,수요인구 높음
47190700,공단동,제과점/아이스크림,377859000,31488250.0,30015,24142,12051.685982309342,7045.507126584991,26.81239145993666,10247.954943083334,0.7238881756756439,0.0,0,카페,0.5,755718000.0,20495.909886166668,0.0039010646328196635,0.2640802901251697,0,0.38084329531487227,0.01652645977465209,0.1215,낮음,특징 약함
47190700,공단동,커피전문점,842708000,70225666.66666667,137731,107502,12051.685982309342,7045.507126584991,26.81239145993666,10247.954943083334,0.7567116610156973,15.0,0,카페,15.0,56180533.333333336,683.1969962055556,0.00874482229482508,0.2640802901251697,0,0.45444710083518286,0.0011901812808512119,0.1288,낮음,특징 약함
